window_id,device_id,attack_probability,anomaly_score,vulnerability_score,topology_exposure,asset_criticality,recency_score,dynamic_risk_score,risk_rank
94,EXT-ATTACKER-03,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.18604651162790697,0.1326209427664176,16
95,EXT-ATTACKER-03,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.18087855297157623,0.1317596163236958,16
96,EXT-ATTACKER-03,0.0033316778,0.27069537403824295,0.3,0.0,0.3,0.0,0.14567117533773574,15
82,EXT-ATTACKER-04,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.21705426356589147,0.1392251054123245,13
83,EXT-ATTACKER-04,0.0036960754,0.003196020554120636,0.3,0.0,0.3,0.15762273901808785,0.12741913920213788,17
84,EXT-ATTACKER-04,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.22739018087855298,0.1409477582977681,13
85,EXT-ATTACKER-04,0.003214641,0.01415735142482889,0.3,0.0,0.3,0.18604651162790697,0.13390308402961287,14
86,EXT-ATTACKER-04,0.003214641,0.0007694693293838175,0.3,0.0,0.3,0.17054263565891473,0.12908779101887333,17
87,EXT-ATTACKER-04,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.17829457364341086,0.1313289531023349,17
88,EXT-ATTACKER-04,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.20930232558139536,0.13793311574824182,15
89,EXT-ATTACKER-04,0.003214641,0.008443805769351784,0.3,0.0,0.3,0.17054263565891473,0.1303668470922013,16
90,EXT-ATTACKER-04,0.003214641,0.0007694693293838175,0.3,0.0,0.3,0.1731266149870801,0.12951845424023423,16
91,EXT-ATTACKER-04,0.003214641,0.02452416337848376,0.3,0.0,0.3,0.19638242894056848,0.13735353890733226,15
92,EXT-ATTACKER-04,0.0036960754,0.0,0.3,0.0,0.3,0.1421188630490956,0.12430248978161906,17
93,EXT-ATTACKER-04,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.20671834625322996,0.13750245252688093,14
94,EXT-ATTACKER-04,0.003214641,0.008443805769351784,0.3,0.0,0.3,0.17054263565891473,0.1303668470922013,17
95,EXT-ATTACKER-04,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.2248062015503876,0.1405170950764072,13
96,EXT-ATTACKER-04,0.0033316778,0.28424188169311176,0.3,0.0,0.3,0.0,0.1479289266135472,13
82,EXT-ATTACKER-05,0.003214641,0.020770608326855722,0.3,0.0,0.3,0.2041343669250646,0.13801993606281027,15
83,EXT-ATTACKER-05,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.21705426356589147,0.1392251054123245,14
84,EXT-ATTACKER-05,0.003214641,0.01415735142482889,0.3,0.0,0.3,0.18087855297157623,0.13304175758689107,16
85,EXT-ATTACKER-05,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.18863049095607234,0.1330516059877785,15
86,EXT-ATTACKER-05,0.003214641,0.0007694693293838175,0.3,0.0,0.3,0.17571059431524547,0.1299491174615951,16
87,EXT-ATTACKER-05,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.2144702842377261,0.1387944421909636,13
88,EXT-ATTACKER-05,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.23255813953488372,0.14180908474048987,13
89,EXT-ATTACKER-05,0.003214641,0.015081727783114262,0.3,0.0,0.3,0.20930232558139536,0.13793311574824182,15
90,EXT-ATTACKER-05,0.0036960754,0.0023954080214721334,0.3,0.0,0.3,0.1343669250645995,0.12340973478778172,17
91,EXT-ATTACKER-05,0.003214641,0.02452416337848376,0.3,0.0,0.3,0.19896640826873385,0.13778420212869316,14
92,EXT-ATTACKER-05,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.1834625322997416,0.1321902795450567,15
93,EXT-ATTACKER-05,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.18087855297157623,0.1317596163236958,17
94,EXT-ATTACKER-05,0.003214641,0.020770608326855722,0.3,0.0,0.3,0.2041343669250646,0.13801993606281027,14
95,EXT-ATTACKER-05,0.003214641,0.006464503845657236,0.3,0.0,0.3,0.18863049095607234,0.1330516059877785,15
96,EXT-ATTACKER-05,0.0033316778,0.28424188169311176,0.3,0.0,0.3,0.0,0.1479289266135472,13
82,FILE-SERVER-01,0.0026092327,0.29879051178823124,0.35,0.0,0.9,0.0,0.2585666240769421,4
83,FILE-SERVER-01,0.0062219943,0.31519615091916253,0.35,0.0,0.9,0.0,0.2619030242018589,4
84,FILE-SERVER-01,0.009584393,0.33502608736641676,0.35,0.0,0.9,0.0,0.26576841345311447,4
85,FILE-SERVER-01,0.010866121,0.3595529320467662,0.35,0.0,0.9,0.0,0.2700698423168999,4
86,FILE-SERVER-01,0.011147944,0.3641916065585277,0.35,0.0,0.9,0.0,0.27088992517467025,4
87,FILE-SERVER-01,0.007090675,0.3275940466303911,0.35,0.0,0.9,0.0,0.264114120301551,4
88,FILE-SERVER-01,0.009386505,0.3181988302234085,0.35,0.0,0.9,0.0,0.26293088920395025,4
89,FILE-SERVER-01,0.012067341,0.3382783906023479,0.35,0.0,0.9,0.0,0.2667242887965635,4
90,FILE-SERVER-01,0.01034034,0.35201240099638775,0.35,0.0,0.9,0.0,0.26872545690531546,4
91,FILE-SERVER-01,0.008699677,0.33435658763091153,0.35,0.0,0.9,0.0,0.2655093774694997,4
92,FILE-SERVER-01,0.011671967,0.36598632577981877,0.35,0.0,0.9,0.0,0.27127638214762645,4
93,FILE-SERVER-01,0.011100259,0.34462448271901536,0.35,0.0,0.9,0.0,0.2676207903104791,4
94,FILE-SERVER-01,0.011048497,0.32768683316678116,0.35,0.0,0.9,0.0,0.2647892216446007,4
95,FILE-SERVER-01,0.008102747,0.35618638559825694,0.35,0.0,0.9,0.0,0.269048188713106,4
96,FILE-SERVER-01,0.011702073,0.3477354916089845,0.35,0.28950600265670823,0.9,0.0,0.3164905945120582,4
82,FIREWALL-01,0.008102747,0.34651986220285763,0.1,0.0,0.98,0.0,0.23910376814720607,5
83,FIREWALL-01,0.0109199425,0.3798690521493021,0.1,0.0,0.98,0.0,0.24513149915044857,5
84,FIREWALL-01,0.008699677,0.31776111364085385,0.1,0.0,0.98,0.0,0.2344101318044901,5
85,FIREWALL-01,0.012910029,0.39695582918428485,0.1,0.0,0.98,0.0,0.24831097642825395,5
86,FIREWALL-01,0.011094037,0.3869115494309049,0.1,0.0,0.98,0.0,0.2463342645178558,5
87,FIREWALL-01,0.009584393,0.34184065244991296,0.1,0.0,0.98,0.0,0.23857084096703052,5
88,FIREWALL-01,0.007962873,0.3529302875202202,0.1,0.0,0.98,0.0,0.24014886019857068,5
89,FIREWALL-01,0.009584393,0.3709065534155124,0.1,0.0,0.98,0.0,0.2434151577946304,5
90,FIREWALL-01,0.009947673,0.3500296300065008,0.1,0.0,0.98,0.0,0.23999621723735476,5
91,FIREWALL-01,0.0118762255,0.3466488447997344,0.1,0.0,0.98,0.0,0.2397541785337589,5
92,FIREWALL-01,0.0052596247,0.329849130932369,0.1,0.0,0.98,0.0,0.23585145926912265,5
93,FIREWALL-01,0.0028116433,0.3111691269478632,0.1,0.0,0.98,0.0,0.23233012839321143,5
94,FIREWALL-01,0.00328541,0.29849215983805083,0.1,0.0,0.98,0.0,0.2302962616783269,5
95,FIREWALL-01,0.012067341,0.3384220533084925,0.1,0.0,0.98,0.0,0.23841489924758763,5
96,FIREWALL-01,0.011702073,0.3693222791143282,0.1,0.014511641895786784,0.98,0.0,0.24592266563612855,5
82,PC-01,0.010501109,0.323906262972461,0.55,0.08068623273766261,0.15,0.0,0.18584893420656837,7
83,PC-01,0.0027628501,0.26837523948554487,0.55,0.08068623273766261,0.15,0.0,0.17530405374679592,9
84,PC-01,0.002374485,0.2844358229527483,0.55,0.08068623273766261,0.15,0.0,0.17791609009877643,10
85,PC-01,0.0030199643,0.25745241229741267,0.55,0.08068623273766261,0.15,0.0,0.17352643491232306,10
86,PC-01,0.0025594353,0.27846920719608675,0.55,0.08068623273766261,0.15,0.0,0.17695247922853047,10
87,PC-01,0.003648548,0.2858637894851675,0.55,0.08068623273766261,0.15,0.0,0.1783664283961651,9
88,PC-01,0.0030588345,0.29804569867870606,0.55,0.08068623273766261,0.15,0.0,0.1802984609805753,9
89,PC-01,0.0027747946,0.2634470445769292,0.55,0.08068623273766261,0.15,0.0,0.17448467865980039,10
90,PC-01,0.0013417164,0.26379366256841597,0.55,0.08068623273766261,0.15,0.0,0.17430360194874273,9
91,PC-01,0.008501888,0.32425075181528007,0.55,0.08068623273766261,0.15,0.0,0.1855731455452331,7
92,PC-01,0.0028314053,0.27207379060277986,0.55,0.08068623273766261,0.15,0.0,0.17593190477669693,9
93,PC-01,0.0109199425,0.32288563718507524,0.55,0.08068623273766261,0.15,0.0,0.18574863544602122,7
94,PC-01,0.0021996002,0.2546712281248202,0.55,0.08068623273766261,0.15,0.0,0.17292617686612702,9
95,PC-01,0.012269375,0.3334730583464256,0.55,0.08068623273766261,0.15,0.0,0.18773811107736946,7
96,PC-01,0.0109199425,0.3523298166429187,0.55,0.03907366099400978,0.15,0.0,0.183720570065053,10
82,PC-02,0.0030588345,0.27542151104561036,0.5,0.08068623273766261,0.15,0.0,0.16819442970839268,11
83,PC-02,0.0030199643,0.23336749307474805,0.5,0.08068623273766261,0.15,0.0,0.16117894837521227,11
84,PC-02,0.012910029,0.35227336776385365,0.5,0.08068623273766261,0.15,0.0,0.1826449383144592,8
85,PC-02,0.0026046454,0.2657382850633152,0.5,0.08068623273766261,0.15,0.0,0.16650486055054428,11
86,PC-02,0.0027304396,0.2847594463038663,0.5,0.08068623273766261,0.15,0.0,0.16969601979160523,11
87,PC-02,0.006930022,0.34108691499531657,0.5,0.08068623273766261,0.15,0.0,0.1797838616279622,8
88,PC-02,0.002374485,0.28454115004106256,0.5,0.08068623273766261,0.15,0.0,0.16960031128016215,11
89,PC-02,0.002374485,0.267768622928455,0.5,0.08068623273766261,0.15,0.0,0.16680489009472757,11
90,PC-02,0.0027976725,0.25419314747416283,0.5,0.08068623273766261,0.15,0.0,0.16461284212281227,11
91,PC-02,0.0027976725,0.268356135867512,0.5,0.08068623273766261,0.15,0.0,0.16697334018837048,11
92,PC-02,0.0028336896,0.2603978721520456,0.5,0.08068623273766261,0.15,0.0,0.16565296574211408,11
93,PC-02,0.0030199643,0.2646503814167035,0.5,0.08068623273766261,0.15,0.0,0.16639276309887152,11
94,PC-02,0.0013197869,0.26927318221068786,0.5,0.08068623273766261,0.15,0.0,0.16687986697188495,11
95,PC-02,0.0034723452,0.2599183060135153,0.5,0.08068623273766261,0.15,0.0,0.16567948065564167,11
96,PC-02,0.012857343,0.4313291946981514,0.5,0.06691897040026062,0.15,0.0,0.19351758477238037,8
82,PC-03,0.0025504988,0.24887555479330878,0.6,0.08068623273766261,0.15,0.0,0.18035204774377334,8
83,PC-03,0.002583342,0.28868115798335947,0.6,0.08068623273766261,0.15,0.0,0.18699178879054743,7
84,PC-03,0.0021996002,0.2943007875632779,0.6,0.08068623273766261,0.15,0.0,0.1878644367725366,7
85,PC-03,0.008102747,0.31300948249435206,0.6,0.08068623273766261,0.15,0.0,0.19196641031873227,7
86,PC-03,0.0025594353,0.27011657217071794,0.6,0.08068623273766261,0.15,0.0,0.1838937067243023,7
87,PC-03,0.010122057,0.32283440724008594,0.6,0.08068623273766261,0.15,0.0,0.1939404495823127,6
88,PC-03,0.008742863,0.3194725339151187,0.6,0.08068623273766261,0.15,0.0,0.1931502716996626,7
89,PC-03,0.0030816684,0.3067710559036055,0.6,0.08068623273766261,0.15,0.0,0.19008982619313672,7
90,PC-03,0.002374485,0.2902013367515172,0.6,0.08068623273766261,0.15,0.0,0.18721034239857126,7
91,PC-03,0.0021996002,0.27770677337140454,0.6,0.08068623273766261,0.15,0.0,0.18509876774055772,8
92,PC-03,0.009506538,0.32279495555154414,0.6,0.08068623273766261,0.15,0.0,0.1938312877223113,7
93,PC-03,0.0026046454,0.26809251831581077,0.6,0.08068623273766261,0.15,0.0,0.18356389942596021,8
94,PC-03,0.0030588345,0.30510844078268634,0.6,0.08068623273766261,0.15,0.0,0.18980891799790536,7
95,PC-03,0.0027304396,0.2917035771149174,0.6,0.08068623273766261,0.15,0.0,0.18752004159344707,8
96,PC-03,0.0109199425,0.36818134778551326,0.6,0.05263289806762073,0.15,0.0,0.19695569810108723,7
82,PC-05,0.0021996002,0.26673874275344367,0.35,0.026895410912554055,0.4,0.0,0.17430562566671282,10
83,PC-05,0.0112788975,0.3190221373783351,0.35,0.026895410912554055,0.4,0.0,0.1845327410079333,8
84,PC-05,0.0025504988,0.2432818391678959,0.35,0.026895410912554055,0.4,0.0,0.1704546248353531,11
85,PC-05,0.0029189708,0.2965156234965779,0.35,0.026895410912554055,0.4,0.0,0.17938833421611353,8
86,PC-05,0.0015580353,0.28721663206835096,0.35,0.026895410912554055,0.4,0.0,0.17761167971699549,9
87,PC-05,0.002362681,0.2615143446737875,0.35,0.026895410912554055,0.4,0.0,0.173462072778908,11
88,PC-05,0.0031905673,0.2884178718165747,0.35,0.026895410912554055,0.4,0.0,0.17808397499673725,10
89,PC-05,0.0026046454,0.2715096593894433,0.35,0.026895410912554055,0.4,0.0,0.17516828596738088,9
90,PC-05,0.0016658645,0.2541668259751621,0.35,0.026895410912554055,0.4,0.0,0.17212135022945957,10
91,PC-05,0.0027628501,0.2645918276461032,0.35,0.026895410912554055,0.4,0.0,0.17404168146937088,10
92,PC-05,0.008811005,0.333576021130528,0.35,0.026895410912554055,0.4,0.0,0.18654707294451553,8
93,PC-05,0.0027976725,0.2454711348081869,0.35,0.026895410912554055,0.4,0.0,0.17086070304096487,10
94,PC-05,0.0025488688,0.25532226314232925,0.35,0.026895410912554055,0.4,0.0,0.172461090480168,10
95,PC-05,0.0028336896,0.3086462214186999,0.35,0.026895410912554055,0.4,0.0,0.18139588698237172,9
96,PC-05,0.0033467857,0.27578431490601996,0.35,0.03644201609062872,0.4,0.0,0.17759551944446583,12
82,PC-06,0.0030588345,0.24709150885594555,0.25,0.026895410912554055,0.4,0.0,0.15450762570593046,12
83,PC-06,0.002374485,0.24592168288318927,0.25,0.026895410912554055,0.4,0.0,0.1541985964496652,12
84,PC-06,0.0030588345,0.2818339172983939,0.25,0.026895410912554055,0.4,0.0,0.1602980271130052,12
85,PC-06,0.0030199643,0.21424224444677228,0.25,0.026895410912554055,0.4,0.0,0.1490262699663649,12
86,PC-06,0.003043639,0.2851137256116404,0.25,0.026895410912554055,0.4,0.0,0.16084212927476094,12
87,PC-06,0.0033970175,0.27675281901955406,0.25,0.026895410912554055,0.4,0.0,0.1595075412749116,12
88,PC-06,0.0014360086,0.28289827448610866,0.25,0.026895410912554055,0.4,0.0,0.1602049490007948,12
89,PC-06,0.0021996002,0.2818477786331751,0.25,0.026895410912554055,0.4,0.0,0.16015713164666806,12
90,PC-06,0.002362681,0.25732837083795573,0.25,0.026895410912554055,0.4,0.0,0.15609774380626937,12
91,PC-06,0.0029705127,0.28134753379237576,0.25,0.026895410912554055,0.4,0.0,0.1602022429435518,12
92,PC-06,0.002583342,0.30075212956508957,0.25,0.026895410912554055,0.4,0.0,0.16337181374998436,12
93,PC-06,0.002362681,0.2935006165020043,0.25,0.026895410912554055,0.4,0.0,0.16212645141694415,12
94,PC-06,0.0032329194,0.2835410280693287,0.25,0.026895410912554055,0.4,0.0,0.16061155976548658,12
95,PC-06,0.0021996002,0.30592486413077585,0.25,0.026895410912554055,0.4,0.0,0.16416997922960153,12
96,PC-06,0.010871442,0.3185437234910731,0.25,0.09280934359257108,0.4,0.0,0.17870408489188588,11
82,PC-07,0.0029949993,0.27036706265038035,0.4,0.026895410912554055,0.35,0.0,0.1750429121420745,9
83,PC-07,0.0021996002,0.265524629782097,0.4,0.026895410912554055,0.35,0.0,0.17410327350482172,10
84,PC-07,0.0036954822,0.30389022079795436,0.4,0.026895410912554055,0.35,0.0,0.18074685233037197,9
85,PC-07,0.002374485,0.26487026733165825,0.4,0.026895410912554055,0.35,0.0,0.17402336052441,9
86,PC-07,0.0023931116,0.2924497705500202,0.4,0.026895410912554055,0.35,0.0,0.17862304884152416,8
87,PC-07,0.0021996002,0.2750616668112925,0.4,0.026895410912554055,0.35,0.0,0.1756927796763543,10
88,PC-07,0.0031213332,0.3052488017549642,0.4,0.026895410912554055,0.35,0.0,0.1808775910161847,8
89,PC-07,0.0065750945,0.314775773721942,0.4,0.026895410912554055,0.35,0.0,0.18304104652840714,8
90,PC-07,0.0030199643,0.27011281486327554,0.4,0.026895410912554055,0.35,0.0,0.17500469836911545,8
91,PC-07,0.0030588345,0.2951934558399796,0.4,0.026895410912554055,0.35,0.0,0.1791912835366028,9
92,PC-07,0.002374485,0.252171141248939,0.4,0.026895410912554055,0.35,0.0,0.17190683951062347,10
93,PC-07,0.0035170172,0.28351901083384373,0.4,0.026895410912554055,0.35,0.0,0.17732190649675242,9
94,PC-07,0.0025519086,0.27623149364977045,0.4,0.026895410912554055,0.35,0.0,0.1759464688708888,8
95,PC-07,0.0021996002,0.25758723883388596,0.4,0.026895410912554055,0.35,0.0,0.1727803750134532,10
96,PC-07,0.00715434,0.3372168640168697,0.4,0.0175442993558735,0.35,0.0,0.18531925054953297,9
82,PC-08,0.012910029,0.3435217268441755,0.3,0.053422391538634914,0.55,0.0,0.2099756912946749,6
83,PC-08,0.0027976725,0.25927290230173555,0.3,0.053422391538634914,0.55,0.0,0.1942488277275698,6
84,PC-08,0.0035170172,0.29441853880984636,0.3,0.053422391538634914,0.55,0.0,0.2002263245970997,6
85,PC-08,0.0027304396,0.2871392504507994,0.3,0.053422391538634914,0.55,0.0,0.19888201361625613,6
86,PC-08,0.00328541,0.28174470497124865,0.3,0.053422391538634914,0.55,0.0,0.19807541779029902,6
87,PC-08,0.0027976725,0.2514372509420712,0.3,0.053422391538634914,0.55,0.0,0.1929428858342924,7
88,PC-08,0.0029327618,0.25508595992555316,0.3,0.053422391538634914,0.55,0.0,0.19357351889607036,6
89,PC-08,0.0027976725,0.2708015568845308,0.3,0.053422391538634914,0.55,0.0,0.19617027015803565,6
90,PC-08,0.008811005,0.3472206380939308,0.3,0.053422391538634914,0.55,0.0,0.20990900587609615,6
91,PC-08,0.002362681,0.28770742882812217,0.3,0.053422391538634914,0.55,0.0,0.19891541690897727,6
92,PC-08,0.013856153,0.3145753828725448,0.3,0.053422391538634914,0.55,0.0,0.20530898798011873,6
93,PC-08,0.0021996002,0.304844575333975,0.3,0.053422391538634914,0.55,0.0,0.20174442786781485,6
94,PC-08,0.0032329194,0.2966846673175766,0.3,0.053422391538634914,0.55,0.0,0.2005566630778747,6
95,PC-08,0.0025504988,0.29213962990757386,0.3,0.053422391538634914,0.55,0.0,0.19968542006297957,6
96,PC-08,0.011702073,0.35987408904644586,0.3,0.020351387252813345,0.55,0.0,0.20698792485098594,6
82,ROUTER-01,0.011100259,0.3470627160116145,0.12,0.5706985137472119,0.95,0.0,0.3331435814837809,2
83,ROUTER-01,0.008659012,0.36247345356522465,0.12,0.5706985137472119,0.95,0.0,0.33530516316613246,2
84,ROUTER-01,0.012747564,0.36506672273057544,0.12,0.5706985137472119,0.95,0.0,0.3364188001384727,2
85,ROUTER-01,0.01034034,0.33110432827662206,0.12,0.5706985137472119,0.95,0.0,0.3303571970765565,2
86,ROUTER-01,0.009733526,0.390344683211402,0.12,0.5706985137472119,0.95,0.0,0.3401294538712646,2
87,ROUTER-01,0.0118762255,0.3868246261423477,0.12,0.5706985137472119,0.95,0.0,0.33989989438206314,2
88,ROUTER-01,0.010501109,0.4118947594715381,0.12,0.5706985137472119,0.95,0.0,0.3438490637913394,2
89,ROUTER-01,0.008742863,0.4011094445255894,0.12,0.5706985137472119,0.95,0.0,0.3417584703029992,2
90,ROUTER-01,0.008811005,0.43332857389634427,0.12,0.5706985137472119,0.95,0.0,0.34713968221126124,2
91,ROUTER-01,0.010043878,0.4164234345464743,0.12,0.5706985137472119,0.95,0.0,0.3445276377336582,2
92,ROUTER-01,0.010289336,0.3672108795472629,0.12,0.5706985137472119,0.95,0.0,0.3363664548584482,2
93,ROUTER-01,0.009309402,0.3562973728578177,0.12,0.5706985137472119,0.95,0.0,0.33438421476225394,2
94,ROUTER-01,0.0118762255,0.4217279629395773,0.12,0.5706985137472119,0.95,0.0,0.34571711718160136,2
95,ROUTER-01,0.011241969,0.4210921313306823,0.12,0.5706985137472119,0.95,0.0,0.34550543571078446,2
96,ROUTER-01,0.011702073,0.4464829140898337,0.12,1.0,0.95,0.0,0.4213641644827483,2
82,WEB-SERVER-01,0.9699377,0.8101307872973017,0.4,0.8105466302413596,0.75,0.9638242894056848,0.7840732414501308,1
83,WEB-SERVER-01,0.9276266,0.8978474394945353,0.4,0.8105466302413596,0.75,0.9922480620155039,0.796378123592274,1
